nexus_id|contributor_id
21994674-a2c5-4125-b4ca-bed9b53fe367|d3718522-ca25-4691-bbde-89f3ece65386
21994674-a2c5-4125-b4ca-bed9b53fe367|6138b2bb-8841-4d4d-ace7-bf552116c517
21994674-a2c5-4125-b4ca-bed9b53fe367|c6b61778-5f16-43fe-b2af-f7fb6b6c3b34
21994674-a2c5-4125-b4ca-bed9b53fe367|ce79136c-887a-45f3-a75b-24471aeea76a
21994674-a2c5-4125-b4ca-bed9b53fe367|28041724-cfe6-4ba9-964f-41bb48703c50
a936ae32-b4b7-4322-85b8-41820edc27ba|6138b2bb-8841-4d4d-ace7-bf552116c517
a936ae32-b4b7-4322-85b8-41820edc27ba|d3718522-ca25-4691-bbde-89f3ece65386
