id|name|desc
04fe7756-76de-4982-9aad-21cbd5dbe93b|Project|
faa497f6-5c54-4837-b0fb-afbc1760ef7b|Event|
32b08f5e-b142-423d-a4b5-a2ca8ec3f627|Offer|
44bc3144-9c9d-4159-a0bf-d315a994710d|Volunteer|
