id|name|desc
24947a74-a81f-4911-a735-8e7e7471f710|Health|
4f913917-705c-4134-90f9-8cc94bb2a09d|Technology|
9e6f4579-eab6-4729-b15f-635df7ea71f5|Marketing|
f1079757-5e58-4beb-9634-8f3836031b86|Environment|
3953b1de-7b39-4e6f-9e75-9e77096eaffc|Entertainment|
e5f614db-3209-435f-8874-49350f6e965b|Lifestyle|
564c72c1-630c-4149-825b-8bb172cd42f4|Food|
15739391-c6f2-429d-a314-dd574e863a82|Education|
