nexus_id|tag_id
21994674-a2c5-4125-b4ca-bed9b53fe367|04fe7756-76de-4982-9aad-21cbd5dbe93b
a936ae32-b4b7-4322-85b8-41820edc27ba|04fe7756-76de-4982-9aad-21cbd5dbe93b
