nexus_id|category_id
21994674-a2c5-4125-b4ca-bed9b53fe367|4f913917-705c-4134-90f9-8cc94bb2a09d
21994674-a2c5-4125-b4ca-bed9b53fe367|15739391-c6f2-429d-a314-dd574e863a82
a936ae32-b4b7-4322-85b8-41820edc27ba|e5f614db-3209-435f-8874-49350f6e965b
